papers,host,parasite,index
"BEVERIDGE, I. (1990) [16252] (used parasite: Eutetrarhynchus geraschmidti | used host: Urolophus testaceus)",Trygonoptera testacea,Dollfusiella geraschmidti,16252
"PALM, H.W. (2004) [16112]",Trygonoptera testacea,Dollfusiella geraschmidti,16112
"PALM, H.W. (2004) [16112]",Trygonoptera testacea,Dollfusiella sp,16112
"SPRENT, J.F.A. (1990) [21225] ( used host: Urolophus testaceus)",Trygonoptera testacea,Mawsonascaris australis,21225
"BRUCE, N.L. et.al. (1994) [17029]",Trygonoptera testacea,Mawsonascaris australis,17029
"BEVERIDGE, I. (1990) [16252] (used parasite: Eutetrarhynchus martini | used host: Trygonorhina guanerius)",Trygonorrhina dumerilii,Dollfusiella martini,16252
"BEVERIDGE, I. (1990) [16252] ( used host: Trygonorhina guanerius)",Trygonorrhina dumerilii,Prochristianella clarkeae,16252
"PALM, H.W. (2004) [16112]",Trygonorrhina dumerilii,Prochristianella clarkeae,16112
"BEVERIDGE, I. (1990) [16252] ( used host: Trygonorhina guanerius)",Trygonorrhina dumerilii,Trimacracanthus aetobatidis,16252
"PALM, H.W. (2004) [16112]",Trygonorrhina dumerilii,Trimacracanthus aetobatidis,16112
"PALM, H.W. et.al. (2009) [15747]",Trygonorrhina dumerilii,Trimacracanthus aetobatidis,15747
"GLENNON, V. et.al. (2005) [9447]",Trygonorrhina fasciata,Branchotenthes octohamatus,9447
"GLENNON, V. et.al. (2006) [10851]",Trygonorrhina fasciata,Branchotenthes octohamatus,10851
"GLENNON, V. et.al. (2007) [10853]",Trygonorrhina fasciata,Branchotenthes octohamatus,10853
"GLENNON, V. et.al. (2008) [11283]",Trygonorrhina fasciata,Branchotenthes octohamatus,11283
"CHISHOLM, L.A. et.al. (1997) [17436]",Trygonorrhina fasciata,Calicotyle australis,17436
"GLENNON, V. et.al. (2006) [7399]",Trygonorrhina fasciata,Calicotyle australis,7399
"GLENNON, V. et.al. (2006) [10851]",Trygonorrhina fasciata,Calicotyle australis,10851
"GLENNON, V. et.al. (2008) [11283]",Trygonorrhina fasciata,Calicotyle australis,11283
"GLENNON, V. et.al. (2006) [10851]",Trygonorrhina fasciata,Pseudoleptobothrium aptychotremae,10851
"GLENNON, V. et.al. (2006) [21199]",Trygonorrhina fasciata,Pseudoleptobothrium aptychotremae,21199
"GLENNON, V. et.al. (2008) [11283]",Trygonorrhina fasciata,Pseudoleptobothrium aptychotremae,11283
"VAUGHAN, D.B. et.al. (2011) [13675]",Trygonorrhina fasciata,Pseudoleptobothrium aptychotremae,13675
"CAMPBELL, R.A. et.al. (2002) [16128]",Trygonorrhina fasciata,Acanthobothrium adlardi,16128
"CAMPBELL, R.A. et.al. (2002) [16128]",Trygonorrhina fasciata,Acanthobothrium gloveri,16128
"ZARAGOZA-TAPIA, F. et.al. (2020) [28741]",Trygonorrhina fasciata,Acanthobothrium gloveri,28741
"CAMPBELL, R.A. et.al. (2002) [16128]",Trygonorrhina fasciata,Acanthobothrium mooreae,16128
"ZARAGOZA-TAPIA, F. et.al. (2020) [28741]",Trygonorrhina fasciata,Acanthobothrium mooreae,28741
"CAMPBELL, R.A. et.al. (2002) [16128]",Trygonorrhina fasciata,Acanthobothrium robertsoni,16128
"ZARAGOZA-TAPIA, F. et.al. (2020) [28741]",Trygonorrhina fasciata,Acanthobothrium robertsoni,28741
"CAMPBELL, R.A. et.al. (2002) [16128]",Trygonorrhina fasciata,Acanthobothrium stevensi,16128
"ZARAGOZA-TAPIA, F. et.al. (2020) [28741]",Trygonorrhina fasciata,Acanthobothrium stevensi,28741
"PALM, H.W. (2004) [16112]",Trygonorrhina fasciata,Dollfusiella martini,16112
"PALM, H.W. et.al. (2009) [15747]",Trygonorrhina fasciata,Dollfusiella martini,15747
"SCHAEFFNER, B.C. et.al. (2012) [17404]",Trygonorrhina fasciata,Prochristianella clarkeae,17404
"BURRESON, E.M. (2020) [28595]",Trygonorrhina fasciata,Pontobdella leucothela,28595
"ALEXANDER, C.G. (1963) [16245]",Typhlonarke aysoni,Pentaloculum macrocephalum,16245
"HEWITT, G.C. et.al. (1972) [16602]",Typhlonarke aysoni,Pentaloculum macrocephalum,16602
"BULLARD, S.A. et.al. (2004) [7595]",Urobatis concentricus,Listrocephalos guberleti,7595
"IVAN MERLO-SERNA, A. et.al. (2016) [23771]",Urobatis concentricus,Listrocephalos guberleti,23771
"MENDOZA-GARFIAS, B. et.al. (2017) [26032]",Urobatis concentricus,Listrocephalos guberleti,26032
"TYLER, G.A. (2001) [16203] (used parasite: Echinobothrium hoffmanorum )",Urobatis concentricus,Halysioncum hoffmanorum,16203
"TYLER, G.A. (2006) [16430] (used parasite: Echinobothrium hoffmanorum )",Urobatis concentricus,Halysioncum hoffmanorum,16430
"CAIRA, J.N. et.al. (2013) [19536]",Urobatis concentricus,Halysioncum hoffmanorum,19536
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] (used parasite: Echinobothrium hoffmanorum )",Urobatis concentricus,Halysioncum hoffmanorum,23771
"UPTON, S.J. et.al. (1988) [12584]",Urobatis halleri,Eimeria chollaensis,12584
"JAMESON, A.P. (1931) [23380] ( used host: Urolophus halleri)",Urobatis halleri,Chloromyxum ovatum,23380
"BULLARD, S.A. et.al. (2000) [7567]",Urobatis halleri,Calicotyle urobati,7567
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Calicotyle urobati,23771
"MENDOZA-GARFIAS, B. et.al. (2017) [26032]",Urobatis halleri,Calicotyle urobati,26032
"BULLARD, S.A. et.al. (2004) [7595]",Urobatis halleri,Listrocephalos guberleti,7595
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Listrocephalos guberleti,23771
"MENDOZA-GARFIAS, B. et.al. (2017) [26032]",Urobatis halleri,Listrocephalos guberleti,26032
"WILLIAMS, H.H. (1969) [16448] ( used host: Urolophus halleri)",Urobatis halleri,Acanthobothrium crassicolle,16448
"WILLIAMS, H.H. (1969) [16448] ( used host: Urolophus halleri)",Urobatis halleri,Acanthobothrium dujardinii,16448
"FRIGGENS, M.M. et.al. (2005) [15084]",Urobatis halleri,Acanthobothrium olseni,15084
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Acanthobothrium olseni,23771
"ZARAGOZA-TAPIA, F. et.al. (2020) [28741]",Urobatis halleri,Acanthobothrium olseni,28741
"YOUNG, R.T. (1954) [16130]",Urobatis halleri,Acanthobothrium parviuncinatum,16130
"GOLDSTEIN, R.J. (1967) [16175]",Urobatis halleri,Acanthobothrium parviuncinatum,16175
"WILLIAMS, H.H. (1969) [16448] ( used host: Urolophus halleri)",Urobatis halleri,Acanthobothrium parviuncinatum,16448
"CAIRA, J.N. et.al. (1999) [16929]",Urobatis halleri,Acanthobothrium parviuncinatum,16929
"FRIGGENS, M.M. et.al. (2005) [15084]",Urobatis halleri,Acanthobothrium parviuncinatum,15084
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Acanthobothrium parviuncinatum,23771
"ZARAGOZA-TAPIA, F. et.al. (2020) [28741]",Urobatis halleri,Acanthobothrium parviuncinatum,28741
"FRIGGENS, M.M. et.al. (2005) [15084]",Urobatis halleri,Acanthobothrium sp,15084
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Acanthobothrium sp,23771
"YOUNG, R.T. (1954) [16130]",Urobatis halleri,Anthobothrium oligorchidum,16130
"RUHNKE, T.R. (1994) [16388] ( used host: Urolophus halleri)",Urobatis halleri,Anthocephalum duszynskii,16388
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Anthocephalum duszynskii,23771
"YOUNG, R.T. (1954) [16130] (used parasite: Echeneibothrium multorchidum )",Urobatis halleri,Caulobothrium multorchidum,16130
"APPY, R. et.al. (1977) [16246]",Urobatis halleri,Caulobothrium multorchidum,16246
"FRIGGENS, M.M. et.al. (2005) [16214] (used parasite: Eutetrarhynchus cortezensis )",Urobatis halleri,Dollfusiella cortezensis,16214
"SCHAEFFNER, B.C. (2014) [20557] ( used host: Urolophus halleri)",Urobatis halleri,Dollfusiella cortezensis,20557
"MENORET, A. et.al. (2015) [23434]",Urobatis halleri,Dollfusiella cortezensis,23434
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Dollfusiella cotezensis,23771
"HEINZ, M.L. et.al. (1974) [16323] (used parasite: Eutetrarhynchus schmidti )",Urobatis halleri,Dollfusiella schmidti,16323
"PALM, H.W. (2004) [16112]",Urobatis halleri,Dollfusiella schmidti,16112
"PALM, H.W. (2004) [16112]",Urobatis halleri,Dollfusiella sp,16112
"FRIGGENS, M.M. et.al. (2005) [15084]",Urobatis halleri,Eutetrarhynchus sp,15084
"PALM, H.W. (2004) [16112]",Urobatis halleri,Grillotia Christianella,16112
"TYLER, G.A. (2001) [16203] (used parasite: Echinobothrium hoffmanorum )",Urobatis halleri,Halysioncum hoffmanorum,16203
"TYLER, G.A. (2006) [16430] (used parasite: Echinobothrium hoffmanorum )",Urobatis halleri,Halysioncum hoffmanorum,16430
"CAIRA, J.N. et.al. (2013) [19536]",Urobatis halleri,Halysioncum hoffmanorum,19536
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] (used parasite: Echinobothrium hoffmanorum | used host: Urolophus halleri)",Urobatis halleri,Halysioncum hoffmanorum,23771
"HEINZ, M.L. et.al. (1974) [16323] ( used host: Urolophus halleri)",Urobatis halleri,Mecistobothrium myliobati,16323
"PALM, H.W. (2004) [16112]",Urobatis halleri,Mecistobothrium myliobati,16112
"FRIGGENS, M.M. et.al. (2005) [15084]",Urobatis halleri,Mecistobothrium myliobati,15084
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Mecistobothrium myliobati,23771
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Onchobothrium sp,23771
"TOTH, L.M. et.al. (1992) [16428]",Urobatis halleri,Oncomegas paulinae,16428
"PALM, H.W. (2004) [16112]",Urobatis halleri,Oncomegas paulinae,16112
"FRIGGENS, M.M. et.al. (2005) [15084]",Urobatis halleri,Oncomegas paulinae,15084
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Oncomegas paulinae,23771
"PALM, H.W. (2004) [16112] (used parasite: Parachristianella trygonis )",Urobatis halleri,Parachristianella dollfusi,16112
"CHURCH, C. et.al. (1990) [16198] ( used host: Urolophus halleri)",Urobatis halleri,Phyllobothrium hallericola,16198
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Phyllobothrium hallericola,23771
"FRIGGENS, M.M. et.al. (2005) [15084]",Urobatis halleri,Phyllobothrium sp,15084
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Phyllobothrium sp,23771
"HEINZ, M.L. et.al. (1974) [16323] ( used host: Urolophus halleri)",Urobatis halleri,Prochristianella minima,16323
"PALM, H.W. (2004) [16112]",Urobatis halleri,Prochristianella minima,16112
"FRIGGENS, M.M. et.al. (2005) [15084]",Urobatis halleri,Prochristianella minima,15084
"IVAN MERLO-SERNA, A. et.al. (2016) [23771] ( used host: Urolophus halleri)",Urobatis halleri,Prochristianella minima,23771
